pattern,raw_json_replies
ABABABABBBABABABABABABABABABABA,"[('1532561792114860063', '@haydensxsith yep- 😭😭 i was being sarcastic', 'SapphicKoii|1356622363153072131', '2022-06-03T03:16:19.000Z'), ('1532561636124499969', '@SapphicKoii NO???? BECAUSE NO PARENT SHOUKD BE SAYING THAT TO THEIR CHILD???', 'sxperblooms|1384602550708576258', '2022-06-03T03:15:42.000Z'), ('1532561420340142106', '@haydensxsith lmao is it better if i say that my mom says that to me too sometimes 🥳🥳', 'SapphicKoii|1356622363153072131', '2022-06-03T03:14:50.000Z'), ('1532561097173213191', '@SapphicKoii I RETOLD THAT STORY THIBKING IT WAS NORMAL AND THAT WE’D LAUGH ABOUT IT BUT THEN SHE DIDNT LAUGH AND THEB SHE DIDNT BR LIKE YEAG MY MOM SAYS THAT TO ME TOO LOL', 'sxperblooms|1384602550708576258', '2022-06-03T03:13:33.000Z'), ('1532560681068896277', '@haydensxsith i agree 💀', 'SapphicKoii|1356622363153072131', '2022-06-03T03:11:54.000Z'), ('1532560384745512984', '@SapphicKoii LOL YEAH I TOLD ONE OF MY FRIENDS FROM DANCE ABOUT AND SHE LOOKED AT ME LIKE 😦 AND THEN SAID “alex what the fuck. your mom should not be saying that”', 'sxperblooms|1384602550708576258', '2022-06-03T03:10:43.000Z'), ('1532559889184301060', '@haydensxsith i’m sorry but your mom really shouldn’t have done that honestly that really fucks with someone', 'SapphicKoii|1356622363153072131', '2022-06-03T03:08:45.000Z'), ('1532559424912596993', '@SapphicKoii tw // body image \n\ni also guess the other part is all the other comments my mom has made about my body of the years too. like i remember my mom looked at me while i was eating one day and she said “u better not to eat too much because ur gonna want to fit into your prom dress”', 'sxperblooms|1384602550708576258', '2022-06-03T03:06:55.000Z'), ('1532558567219372041', '@SapphicKoii tw // body image\n\ni felt like i was transported back to when i was still on the comp dance team in hs worried about how i was gonna look in dance costumes. especially our two piece costumes. i would try and suck my stomach in as much as i could lol. i actually still do it.', 'sxperblooms|1384602550708576258', '2022-06-03T03:03:30.000Z'), ('1532558189186752527', '@SapphicKoii dance gave me a lot of trauma and some that i’m really getting into now such as \n\ntw // body image\n\nthe fact that i literally stood in front of my long mirror in my room shifting around looking at my body thinking about how thick my thighs are and how thick my waist is 😙', 'sxperblooms|1384602550708576258', '2022-06-03T03:02:00.000Z'), ('1532556720450555904', '@haydensxsith oh god 💀💀', 'SapphicKoii|1356622363153072131', '2022-06-03T02:56:10.000Z'), ('1532556569405267975', '@SapphicKoii i got afraid of being yelled at by my dance teacher so i got up and danced 🤪', 'sxperblooms|1384602550708576258', '2022-06-03T02:55:34.000Z'), ('1532555976074833920', '@haydensxsith what-🧍\u200d♀️', 'SapphicKoii|1356622363153072131', '2022-06-03T02:53:12.000Z'), ('1532555782226681879', '@SapphicKoii and that’s on dislocating ur knee and then getting up and dancing right after it happens 😍', 'sxperblooms|1384602550708576258', '2022-06-03T02:52:26.000Z'), ('1532554990891540502', '@haydensxsith ah- 😭😭 sorry bout that bff', 'SapphicKoii|1356622363153072131', '2022-06-03T02:49:17.000Z'), ('1532554921773604869', '@SapphicKoii actually probably i have knee problems', 'sxperblooms|1384602550708576258', '2022-06-03T02:49:01.000Z'), ('1532554700184248320', '@haydensxsith do u need a cane', 'SapphicKoii|1356622363153072131', '2022-06-03T02:48:08.000Z'), ('1532554513068040192', '@SapphicKoii my final form', 'sxperblooms|1384602550708576258', '2022-06-03T02:47:24.000Z'), ('1532554381215899667', '@haydensxsith yes 😚', 'SapphicKoii|1356622363153072131', '2022-06-03T02:46:52.000Z'), ('1532554117847162882', '@SapphicKoii 👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵👵', 'sxperblooms|1384602550708576258', '2022-06-03T02:45:49.000Z'), ('1532553686291030029', '@haydensxsith grandma energy', 'SapphicKoii|1356622363153072131', '2022-06-03T02:44:06.000Z'), ('1532553628342525952', '@SapphicKoii u binch', 'sxperblooms|1384602550708576258', '2022-06-03T02:43:53.000Z'), ('1532553488965722113', '@haydensxsith yes 🤪🤪', 'SapphicKoii|1356622363153072131', '2022-06-03T02:43:19.000Z'), ('1532553098316718095', '@SapphicKoii i’m just uncultured then', 'sxperblooms|1384602550708576258', '2022-06-03T02:41:46.000Z'), ('1532552779545419793', '@haydensxsith no????', 'SapphicKoii|1356622363153072131', '2022-06-03T02:40:30.000Z'), ('1532552680148713472', '@SapphicKoii don’t they all start out in songs though', 'sxperblooms|1384602550708576258', '2022-06-03T02:40:07.000Z'), ('1532552477840744465', '@haydensxsith i thought it was a tik tok audio', 'SapphicKoii|1356622363153072131', '2022-06-03T02:39:18.000Z'), ('1532552221103202314', '@SapphicKoii isn’t that like in a song', 'sxperblooms|1384602550708576258', '2022-06-03T02:38:17.000Z'), ('1532551419684966400', '@haydensxsith guess we’ll never know 😩', 'SapphicKoii|1356622363153072131', '2022-06-03T02:35:06.000Z'), ('1532551277196058635', '@SapphicKoii omg what poetic soul came up with that??', 'sxperblooms|1384602550708576258', '2022-06-03T02:34:32.000Z'), ('1532551114033438731', 'i just exist in the chaos that surrounds me - @haydensxsith', 'SapphicKoii|1356622363153072131', '2022-06-03T02:33:53.000Z')]"
ABC,"[('1532561327884935171', ""@picklenutz71 @nielsonTSN1260 you're being sarcastic right"", 'NotCooperMarody|86904420', '2022-06-03T03:14:28.000Z'), ('1532543857610543104', '@nielsonTSN1260 When has a defensive team ever won a championship in any sport?', 'picklenutz71|1424744011701575680', '2022-06-03T02:05:03.000Z'), ('1532534317141790720', 'Oh man, why put the 4th line out after that 1st goal?', 'nielsonTSN1260|57005320', '2022-06-03T01:27:08.000Z')]"
AB,"[('1532560000627113986', '@raissawriter Are You Nuts Raissa??? its  either napaka pilosopo mo or you are just being sarcastic? You know that that is not acceptable in our culture!  Gender equality in this aspect is irrelevant for now in our generation.', 'orlydpogi53|2948758410', '2022-06-03T03:09:12.000Z'), ('1532179708737355776', 'I understand Sen. Robin Padilla would like men to be able to have 4 or 5 wives. Why only men? Why cant a woman have the same right?', 'raissawriter|33864320', '2022-06-02T01:58:03.000Z')]"
ABC,"[('1532559293504839680', '@Casanovadeblanc @MarisaKabas @DrGJackBrown i know you think you are being sarcastic...', 'seanyeomans|15368616', '2022-06-03T03:06:23.000Z'), ('1532526221711577088', '@MarisaKabas @DrGJackBrown I bet if it were illegal, it probably would never have happened', 'Casanovadeblanc|1513639101639049221', '2022-06-03T00:54:58.000Z'), ('1532139352964358144', 'active shooters in three states at the same time is a policy choice.', 'MarisaKabas|30808826', '2022-06-01T23:17:42.000Z')]"
ABAC,"[('1532556384050417664', ""@PrismaticAttic @kitcat1936 I'm sure you can relate Celeste. With hubs being in the military, we struggled for many years. We've only become fairly comfortable in the last 10 years and he's close to retirement now. You work your way to comfortable, and they expect to get it right off the bat.😡"", 'sarcastic_tara|291207860', '2022-06-03T02:54:50.000Z'), ('1532469526536806404', '@sarcastic_tara @kitcat1936 She definitely feels entitled.', 'PrismaticAttic|1521912175387889673', '2022-06-02T21:09:41.000Z'), ('1532425787759919104', ""@kitcat1936 OMG! Hubs makes good money and we can pay our bills and take care of our pets. Yet we don't spend money on weed, never travel and rarely go out to eat. What kind of Fairyland does she live in?"", 'sarcastic_tara|291207860', '2022-06-02T18:15:53.000Z'), ('1532402770224959490', 'See the issue here? SEE the problem? https://t.co/4OiYsTO5Jm', 'kitcat1936|1258441468907118592', '2022-06-02T16:44:25.000Z')]"
ABCBDAE,"[('1532556002507333635', '@ninigirl84 @TileTony @DaniScotchIrish @catalishus2 @1414Maple @Brindle_Girly @TexHellCat @PlantLadyAmy @katz_mum @1sweetlyfierce1 @BECommander11 @HSchouten @TxsleuthUSA @deaconcruise @ALCinnamonGirl @MarilynCapps11 @cachobweeney @Pulpolover @MrsPerrin @Six_903 @Suzamom @Gatoram15 @suziferg0806 @GOPescapee @marthaj44 @HockeyFanGirl12 @accronsodid @Lynnp27 @JeffreySHarper1 @factcheckyou1 @nocovfefehere @sawsharee @LizCranwell @MsMich6 @ATerecki @PaulJohnson137 I think he was being sarcastic there Nini.', 'MNTwinsFan47|943316389841993729', '2022-06-03T02:53:19.000Z'), ('1532555356169293824', ""@TileTony @DaniScotchIrish @MNTwinsFan47 @catalishus2 @1414Maple @Brindle_Girly @TexHellCat @PlantLadyAmy @katz_mum @1sweetlyfierce1 @BECommander11 @HSchouten @TxsleuthUSA @deaconcruise @ALCinnamonGirl @MarilynCapps11 @cachobweeney @Pulpolover @MrsPerrin @Six_903 @Suzamom @Gatoram15 @suziferg0806 @GOPescapee @marthaj44 @HockeyFanGirl12 @accronsodid @Lynnp27 @JeffreySHarper1 @factcheckyou1 @nocovfefehere @sawsharee @LizCranwell @MsMich6 @ATerecki @PaulJohnson137 Since my comment was being made in jest I'll refrain from reacting to the implied criticism in your reply. Anytime you feel like coming on over here to volunteer for Beto, let me know and I'll hook you up.🤠"", 'ninigirl84|2282073967', '2022-06-03T02:50:45.000Z'), ('1532548986690674688', ""@ninigirl84 @DaniScotchIrish @MNTwinsFan47 @catalishus2 @1414Maple @Brindle_Girly @TexHellCat @PlantLadyAmy @katz_mum @1sweetlyfierce1 @BECommander11 @HSchouten @TxsleuthUSA @deaconcruise @ALCinnamonGirl @MarilynCapps11 @cachobweeney @Pulpolover @MrsPerrin @Six_903 @Suzamom @Gatoram15 @suziferg0806 @GOPescapee @marthaj44 @HockeyFanGirl12 @accronsodid @Lynnp27 @JeffreySHarper1 @factcheckyou1 @nocovfefehere @sawsharee @LizCranwell @MsMich6 @ATerecki @PaulJohnson137 You are being crazy! If we bring Trump back, everything will be better, believe me!\n\nI'll escort myself out the door."", 'TileTony|959984591258796032', '2022-06-03T02:25:26.000Z'), ('1532547432491491340', ""@DaniScotchIrish @MNTwinsFan47 @catalishus2 @1414Maple @Brindle_Girly @TexHellCat @PlantLadyAmy @katz_mum @1sweetlyfierce1 @BECommander11 @HSchouten @TxsleuthUSA @deaconcruise @ALCinnamonGirl @MarilynCapps11 @cachobweeney @Pulpolover @MrsPerrin @Six_903 @Suzamom @Gatoram15 @suziferg0806 @GOPescapee @marthaj44 @HockeyFanGirl12 @accronsodid @Lynnp27 @JeffreySHarper1 @factcheckyou1 @nocovfefehere @sawsharee @LizCranwell @MsMich6 @ATerecki @PaulJohnson137 Between mass shootings, COVID,  temperatures here expected to hit 100* by next week &amp; the worst pollen year ever recorded I'm thinking of quarantining myself all summer."", 'ninigirl84|2282073967', '2022-06-03T02:19:15.000Z'), ('1532544048862478342', '@MNTwinsFan47 @ninigirl84 @catalishus2 @1414Maple @Brindle_Girly @TexHellCat @PlantLadyAmy @katz_mum @1sweetlyfierce1 @BECommander11 @HSchouten @TxsleuthUSA @deaconcruise @ALCinnamonGirl @MarilynCapps11 @cachobweeney @Pulpolover @MrsPerrin @Six_903 @Suzamom @Gatoram15 @suziferg0806 @GOPescapee @marthaj44 @HockeyFanGirl12 @accronsodid @Lynnp27 @JeffreySHarper1 @factcheckyou1 @nocovfefehere @sawsharee @LizCranwell @MsMich6 @ATerecki @PaulJohnson137 😢 before I forget it, my neighbors have a sick Mom and 2 kids, Dad recovered all with Covid-19 It’s still out there and the numbers are cranking up again.', 'DaniScotchIrish|48266056', '2022-06-03T02:05:49.000Z'), ('1532541180122120193', '@ninigirl84 @catalishus2 @DaniScotchIrish @1414Maple @Brindle_Girly @TexHellCat @PlantLadyAmy @katz_mum @1sweetlyfierce1 @BECommander11 @HSchouten @TxsleuthUSA @deaconcruise @ALCinnamonGirl @MarilynCapps11 @cachobweeney @Pulpolover @MrsPerrin @Six_903 @Suzamom @Gatoram15 @suziferg0806 @GOPescapee @marthaj44 @HockeyFanGirl12 @accronsodid @Lynnp27 @JeffreySHarper1 @factcheckyou1 @nocovfefehere @sawsharee @LizCranwell @MsMich6 @ATerecki @PaulJohnson137 Here is another shooting fairly close to where I live that happened tonight. The United States is a war zone! https://t.co/piBIopO0cN', 'MNTwinsFan47|943316389841993729', '2022-06-03T01:54:25.000Z'), ('1532530669561192471', '#BREAKING: Shooting outside Cornerstone Church in Ames. Three people killed including shooter. Follow @KaylaJamesKCCI for updates tonight. https://t.co/EG8xHVjT8H', 'AlyxSacksKCCI|3217120247', '2022-06-03T01:12:39.000Z')]"
,[]
ABC,"[('1532554488107737088', '@illuminateshape @a_centrism Unless you were being sarcastic, you don\'t want to break it by specialty when discussing ""equality"". Women are up to 70% in some internal medicine branches. Sometimes above. Where I did my residency there were 29 women and 2 men on the ward.', 'roadjull|973956482436919299', '2022-06-03T02:47:18.000Z'), ('1532405295451889665', ""@a_centrism And how many surgeons are female? There's still a lot of work to do here until we have full equality."", 'illuminateshape|1512948735571070977', '2022-06-02T16:54:27.000Z'), ('1532403819811938306', 'Percentage of law school students who are female: 55%\n\nPercentage of PhD students who are female: 54%\n\nPercentage of medical school matriculants who are female: https://t.co/boGLJsqQLa', 'eyeandoe|1019625316187295746', '2022-06-02T16:48:35.000Z')]"
ABAC,"[('1532554153884622856', '@Beasley124 @RyB_311 i was being sarcastic', 'J0SHALLENN|1507478474600112132', '2022-06-03T02:45:58.000Z'), ('1532553993657802752', '@J0SHALLENN @RyB_311 Great point ^', 'Beasley124|215732937', '2022-06-03T02:45:20.000Z'), ('1532553143032193028', '@RyB_311 but he’s playing good defense', 'J0SHALLENN|1507478474600112132', '2022-06-03T02:41:57.000Z'), ('1532552699329355783', 'Tatum 2/12????', 'RyB_311|1131023765167661056', '2022-06-03T02:40:11.000Z')]"
AAB,"[('1532554012553248768', ""@MRSpinkston85 And yes, i am being sarcastic. But I don't think I can be as dumb as him."", 'madmanmikey|15872750', '2022-06-03T02:45:24.000Z'), ('1532553927887134734', ""@MRSpinkston85 Actually he's right. That's why, over 160 years after being freed, we do not allow Black folks to buy guns legally."", 'madmanmikey|15872750', '2022-06-03T02:45:04.000Z'), ('1532530401264148500', 'Lies https://t.co/hlCSPbeRki', 'MRSpinkston85|832788979393060867', '2022-06-03T01:11:35.000Z')]"
ABC,"[('1532553159704551452', '@MrWaterboat43 @FoxNews @ThisIsKyleR I trust you are being sarcastic  I watched the entire Simpson trial and he was guilty.', 'ann85163206_ann|1532470744025817097', '2022-06-03T02:42:01.000Z'), ('1532551461116289036', '@FoxNews @ThisIsKyleR Not since OJ has someone been so falsely accused', 'MrWaterboat43|3407264129', '2022-06-03T02:35:16.000Z'), ('1532551147105529857', "".@ThisIsKyleR reveals how 'false narratives' upended life as lawyer preps defamation suits https://t.co/35SX5zRtNO"", 'FoxNews|1367531', '2022-06-03T02:34:01.000Z')]"
AB,"[('1532552545520033811', '@Canarygrayson Honestly thought you were being sarcastic 😂😂😂', 'JakeBentley23|316039890', '2022-06-03T02:39:34.000Z'), ('1532323835982258178', '5 years ago today we got this incredible scene #WonderWoman https://t.co/4j1OeQBhZf', 'Canarygrayson|2808984673', '2022-06-02T11:30:46.000Z')]"
ABCD,"[('1532552082691170313', ""@marx_high @DaChocolateHulk @jacksonhinklle @DashDobrofsky I'm not sure if you're being sarcastic 🤣🤣 im not sure how I'm supposed to feel reading this lmfao"", 'HenrysGhost89|1518970803748065281', '2022-06-03T02:37:44.000Z'), ('1532532796685697041', '@DaChocolateHulk @jacksonhinklle @DashDobrofsky So long as Putin lives Russia will be socialist', 'marx_high|1496543995404734469', '2022-06-03T01:21:06.000Z'), ('1532526302862917633', '@jacksonhinklle @DashDobrofsky What is so good about being capitalistic.', 'DaChocolateHulk|171649107', '2022-06-03T00:55:18.000Z'), ('1532514099782815745', 'Lots of debates today, where ya at? @DashDobrofsky https://t.co/x02BuRkN1b', 'jacksonhinklle|1151913018936053760', '2022-06-03T00:06:48.000Z')]"
ABA,"[('1532551615630254087', ""@hshshsb88426515 @YouTube Please tell me you're being sarcastic"", 'CoboltDoctor117|710217273764491264', '2022-06-03T02:35:53.000Z'), ('1532492699688783873', '@CoboltDoctor117 @YouTube A rare youtube W', 'hshshsb88426515|1414751042181361670', '2022-06-02T22:41:46.000Z'), ('1531682350186258434', ""YouTube is endorsing the actions of Quantum TV by letting him stay the platform. \n\nThey're encouraging:\nHomophobia\nRacism \nBigotry \nSexism\nHate Speech\nCopywrite Abuse\nHarassment \nBullying \nDoxing\nDeath Threats\nEtc.\n\nBan QTV. Get your shit together @YouTube \n\n#pickasideyoutube https://t.co/OhYh155OG5"", 'CoboltDoctor117|710217273764491264', '2022-05-31T17:01:44.000Z')]"
AB,"[('1532550721438195714', '@caitoz @ReadeAlexandra I think you are being sarcastic , because in real life such an event would happen it would accelerate this stupid war into a nuclear war over night', 'ZwitterelfZana|973018547306881024', '2022-06-03T02:32:20.000Z'), ('1532489263350026241', ""Putin should try staging a few mass beheadings and dismembering a Washington Post reporter with a bone saw to get on America's good side."", 'caitoz|19899980', '2022-06-02T22:28:07.000Z')]"
,[]
ABCB,"[('1532550048797663236', '@asatarbair @je_ne_vive I laughed at the sarcastic take in the vulgar economics you are panning.  We’re you being sarcastic too?', 'sunstarsys|1300993532128264192', '2022-06-03T02:29:39.000Z'), ('1532549422415876098', '@je_ne_vive haha exactly', 'asatarbair|85975725', '2022-06-03T02:27:10.000Z'), ('1532549231466225673', '@asatarbair couldnt be that ppl that can afford expensive alcohol can...idk...afford better qualities of life\n\nits DEFINITELY the molecules', 'je_ne_vive|1480713848084697090', '2022-06-03T02:26:24.000Z'), ('1532548220735193088', ""my god there are so many parallel examples of this in economics it's unreal 👎 this is what marx called 'vulgar economics' https://t.co/rvLjlIrV2A"", 'asatarbair|85975725', '2022-06-03T02:22:23.000Z')]"
A,"[('1532549111261667334', ""A Republican just told me that he doesn't watch Fox because it's too liberal, and he wasn't being sarcastic. We're in trouble. The right has become the extreme, far out, irrational right."", 'SoleilWV|257968864', '2022-06-03T02:25:56.000Z')]"
AB,"[('1532548052094857216', '@ARanganathan72 @zoo_bear I though he was being sarcastic but looks like he’s not', '__KattarHindu__|1363535923594424320', '2022-06-03T02:21:43.000Z'), ('1532230320141238273', 'He has abused and spread fake news about me in the past, he slandered me just two days ago, and what he did to my friend Nupur is dastardly, but curtailing his free speech and filing an FIR against @zoo_bear for calling someone a Hatemonger is unacceptable.\n\nI stand with Zubair.', 'ARanganathan72|1344897174', '2022-06-02T05:19:10.000Z')]"
AB,"[('1532546440723054619', '@rajshamani I think he is being sarcastic', 'Santanu15006729|1323783194286596097', '2022-06-03T02:15:19.000Z'), ('1532377246169563136', 'If there were 25 hours a day, I’d still want to work 26 hours. It’s not that I am a workaholic, I just fucking love the grind.❤️', 'rajshamani|87419705', '2022-06-02T15:03:00.000Z')]"
ABA,"[('1532544774770671625', ""@DebLindsay58 Sarcasm..she was being sarcastic..\nSame as me.. it's Sarcasm.."", 'TheMaineMarine|1521605779463233537', '2022-06-03T02:08:42.000Z'), ('1532544487192412163', '@TheMaineMarine What planet you live on?', 'DebLindsay58|1518982016884215808', '2022-06-03T02:07:33.000Z'), ('1532543138346192896', 'Totally 🤣🤣 https://t.co/nEBvbvFIiQ', 'TheMaineMarine|1521605779463233537', '2022-06-03T02:02:12.000Z')]"
