pattern,raw_json_replies
ABCDE,"[('1532663409065570307', ""@HardenzBetta @FulltimeSmol @mehCloudy @JakeSucky I can't tell if you're being sarcastic or dumb"", 'Anastthebest|1412720426313306116', '2022-06-03T10:00:06.000Z'), ('1532629886984081408', '@FulltimeSmol @mehCloudy @JakeSucky That’s why you should become Muslim 💯', 'HardenzBetta|1375720070001741828', '2022-06-03T07:46:54.000Z'), ('1532533739011571712', '@mehCloudy @JakeSucky not to mention it’s been proven multiple times that specific verse referred to pedophilia as “man” shall not lay with “boy” and was mistranslated to push homophobia and encourage violence against same sex couples.', 'FulltimeSmol|983407605560299520', '2022-06-03T01:24:51.000Z'), ('1532511904555466755', '@JakeSucky confidently quoting a bible verse that is literally just “gay people should be killed” is wild', 'mehCloudy|1227483030505259008', '2022-06-02T23:58:05.000Z'), ('1532508945226530825', 'The gaming community has a long way to go https://t.co/sOoCGGXhHS', 'JakeSucky|2537825904', '2022-06-02T23:46:19.000Z')]"
,[]
,[]
ABAC,"[('1532661642445541376', '@Mariyan268 @Trolling_isart I know the truth i was being sarcastic 😸😂', 'nibha_barman|1288773475243622400', '2022-06-03T09:53:05.000Z'), ('1532432035146518544', '@nibha_barman @Trolling_isart Yeaaaah, about that. Nope. Not even close to the smoothest animations. Not hating, just spitting the truth', 'Mariyan268|1319316501283950594', '2022-06-02T18:40:43.000Z'), ('1532316523234111488', '@Trolling_isart One UI best No bugs Best animations Smoothest ui in the planet 😎', 'nibha_barman|1288773475243622400', '2022-06-02T11:01:42.000Z'), ('1532304853967351808', 'When MIUI users shift to One UI first time. https://t.co/mHF9IjCY96', 'Trolling_isart|1450168084497530881', '2022-06-02T10:15:20.000Z')]"
ABAAAAAABAC,"[('1532661309019332608', '@rollerC58681155 @CHENProtection I dont know if you are being sarcastic but let me response to you. First, most of them are Korean fans, basically its the culture in Korea na bawal makipagdate ang mga kpop idol, thats why we have a love and hate relationship with them because most of the ""common rules""+', 'nuhes__ho|1218809804161871873', '2022-06-03T09:51:46.000Z'), ('1532660013365620737', '@nuhes__ho @CHENProtection bakit ba kasi ganon sila kay Chen? hindi ba sila masaya na masaya na yung tao? grabe naman, part di ba ng fandom nyo yung mga yon? bakit naman ganon sila?', 'rollerC58681155|1494204141425819651', '2022-06-03T09:46:37.000Z'), ('1532659588725547008', '@rollerC58681155 @CHENProtection If you are not aware then let me give you awareness. The reason why we avoided to talk the topic dahil napakaactive ng mga bashers na makita lang nila ang word na C/hen m/arriage, magsisimula na naman sila sa pagbabash. EXOL are sensitive na mapagusapan tas bubuksan nyo lang lol', 'nuhes__ho|1218809804161871873', '2022-06-03T09:44:56.000Z'), ('1532659239767838722', '@rollerC58681155 @CHENProtection Also, you cant blame us to be sensitive kapag topic na sya dahil d mo alam how hard that time was. How hard to keep explaining to bashers how normal to be a father and get married n for your co Atin to just casually use it, that even us d namin pinaguusapan, wow. What an attitude', 'nuhes__ho|1218809804161871873', '2022-06-03T09:43:32.000Z'), ('1532658205288824833', '@rollerC58681155 @CHENProtection strong even with this big common rule speaks a lot how his fans stay and protected him.', 'nuhes__ho|1218809804161871873', '2022-06-03T09:39:26.000Z'), ('1532658112070819840', '@rollerC58681155 @CHENProtection the same situation as his. He is able to did that because of the demand of the fans that even SM entertainment cant able to say no. Kaya magingat ka sa claim mo na we ruined him. Its a big no rule to the kpop industry to engage in dating, worst in marriage, but him standing+', 'nuhes__ho|1218809804161871873', '2022-06-03T09:39:03.000Z'), ('1532657845895761920', '@rollerC58681155 @CHENProtection bashers. We did not collectively send letters for him to feel that we are here. Basically, even being a father, he still able to make music, Hello as his enlistment song, and now an OST after in Army, which is basically impossible to happen to other artist before him who have+', 'nuhes__ho|1218809804161871873', '2022-06-03T09:38:00.000Z'), ('1532657569340108800', '@rollerC58681155 @CHENProtection Thats a freaking heavy claim girl. Are you there when that happened? For you to claim that we ruined him, do you have evidences? We did not trend a hashtag with a million tweets, straight days at top, for us to be invalidated. We did not sleep 24/7 to defend him to all the+', 'nuhes__ho|1218809804161871873', '2022-06-03T09:36:54.000Z'), ('1532636684676136961', ""@nuhes__ho @CHENProtection have you seen the video? he was not attacking chen, he's just emphasizing how your fandom ruined him when he decided to got married, which is relatively true"", 'rollerC58681155|1494204141425819651', '2022-06-03T08:13:55.000Z'), ('1532449873835872258', '@CHENProtection D yata nila alam ang kayang gawin ng EXOL kapag si Jongdae na ang usapan. Nakakainit ng ulo', 'nuhes__ho|1218809804161871873', '2022-06-02T19:51:36.000Z'), ('1532367857295560704', ""🚨REPORT &amp; BLOCK THIS ACCOUNT🚨\nDON'T INTERACT! JUST RnB! \n\nReport the youtube video! They're trying to bring Jd's name and matters into an issue that has nothing to do with him. NOT RELATE WITH JD! \n\nLink yt: https://t.co/p0Io3zacSb\n\nhttps://t.co/S4oWANuuh9"", 'CHENProtection|1366476275989143552', '2022-06-02T14:25:41.000Z')]"
AAB,"[('1532660866608406531', ""@joIyneluvr the fact that it's hard to tell if he's being sarcastic or not just makes it funnier lmao"", 'tr4shb04t04|1446192169270788096', '2022-06-03T09:50:00.000Z'), ('1532660353104072704', '@joIyneluvr I think at first he was being sarcastic but then over time he actually likes his jokes, since he wrote this one down', 'tr4shb04t04|1446192169270788096', '2022-06-03T09:47:58.000Z'), ('1532566626280738816', 'I can never tell if he’s being serious or sarcastic https://t.co/D45xpoDz5c', 'JOLYSUl|1373818885141532672', '2022-06-03T03:35:32.000Z')]"
ABAB,"[('1532660620394385409', '@__PLFanpage Just being sarcastic as they were so bad last season.', 'FPL_Bateman|1324400412842217478', '2022-06-03T09:49:02.000Z'), ('1532660470158696449', '@FPL_Bateman How exactly', '__PLFanpage|1472969186792062976', '2022-06-03T09:48:26.000Z'), ('1532660258849562624', '@__PLFanpage 8th a bit generous for Man Utd!', 'FPL_Bateman|1324400412842217478', '2022-06-03T09:47:35.000Z'), ('1532658757917884416', 'My table predictions for next season https://t.co/CsOXXhx9DI', '__PLFanpage|1472969186792062976', '2022-06-03T09:41:37.000Z')]"
,[]
AB,"[('1532660353104072704', '@joIyneluvr I think at first he was being sarcastic but then over time he actually likes his jokes, since he wrote this one down', 'tr4shb04t04|1446192169270788096', '2022-06-03T09:47:58.000Z'), ('1532566626280738816', 'I can never tell if he’s being serious or sarcastic https://t.co/D45xpoDz5c', 'JOLYSUl|1373818885141532672', '2022-06-03T03:35:32.000Z')]"
ABCBDC,"[('1532660057200111617', '@salsheikh6 @cc_1187891 @SavMondo She was being sarcastic mate 😂', 'pwaite89|1441785794146889736', '2022-06-03T09:46:47.000Z'), ('1532650219988561920', ""@cc_1187891 @SavMondo Wow, you must have really loved Bruce in charge then! We are on the up and with a few signings we will be in the top 8 soon or higher. Have you seen any of the top6 make big signings? No, well why not?  We ain't gonna go crazy and waste money on players. We are building a TEAM"", 'salsheikh6|579079609', '2022-06-03T09:07:42.000Z'), ('1532648175546339328', ""@salsheikh6 @SavMondo Just the new manager bounce it happens at every club, this is the guy who got Burnley relegated remember. We should have got Emery in, a manager with some profile and pull to get in top players. We're doomed to mid table with this guy, if we're lucky"", 'cc_1187891|231958039', '2022-06-03T08:59:34.000Z'), ('1532647050751385611', ""@SavMondo @cc_1187891 Really Sav? Have faith in the people looking after our club! They got Eddie in and that turned out brilliantly. You know they are working hard to get the best players in without being ripped off but surely you should know that. I'm really annoyed that fans are being impatient."", 'salsheikh6|579079609', '2022-06-03T08:55:06.000Z'), ('1532642197576851460', '@cc_1187891 I agree. We have been taken for mugs and I can guarantee they’ll be asking us to go out and buy shirts ages before they announce that we’ve signed Neymar. It’s a joke.', 'SavMondo|1242872429183107077', '2022-06-03T08:35:49.000Z'), ('1532623243475025921', ""3 days since Dan Ashworth joined #nufc and not a single player signed. Honestly couldn't make it up. Starting to think Staveley and her cronies are just another version of Mike Ashley"", 'cc_1187891|231958039', '2022-06-03T07:20:30.000Z')]"
ABACDE,"[('1532658360755134466', '@KnoxBetrayed @msalo71 @pjs4real @StevenTDennis Sorry, was being sarcastic, of course. \nHowever, it says a lot that such stupid ideas are even considered for discussion. And that they are brought up by those who claim to protect ""freedom""...', 'PeterSpiess2|1275849736076042246', '2022-06-03T09:40:03.000Z'), ('1532367020733239298', '@PeterSpiess2 @msalo71 @pjs4real @StevenTDennis How would that help?', 'KnoxBetrayed|1530674244513779713', '2022-06-02T14:22:22.000Z'), ('1532359765141204992', '@msalo71 @pjs4real @StevenTDennis Single point of entry for hotels as well?', 'PeterSpiess2|1275849736076042246', '2022-06-02T13:53:32.000Z'), ('1532347611549732865', ""@pjs4real @StevenTDennis FWIW, I don't think it went through the lobby.  I think the garage connected to the hotel without having to go through the lobby.  I could be wrong, but many hotel casinos have multiple entrances."", 'msalo71|383951505', '2022-06-02T13:05:14.000Z'), ('1532327732067110912', '@StevenTDennis I don’t understand how all that weaponry and ammo made it through a hotel lobby with no one noticing. And the girlfriend was very shady.', 'pjs4real|608171733', '2022-06-02T11:46:15.000Z'), ('1532182888409714688', 'It still boggles the mind that the Vegas shooter shot ~500 people.', 'StevenTDennis|46557945', '2022-06-02T02:10:41.000Z')]"
ABACA,"[('1532656224809930753', ""@posephoto @mcwhitaker @Ryanair I can't tell if you're being facetious / sarcastic, or actually serious.  Like, this is visas?"", 'JustCallMePips|177881902', '2022-06-03T09:31:34.000Z'), ('1532644545216884736', '@JustCallMePips @mcwhitaker @Ryanair They need to have some sort of Passport Control thing for checking the authenticity of passports. Have people trained in how to spot the signs of forgery &amp; maybe a computer system that they can check.', 'posephoto|39988517', '2022-06-03T08:45:09.000Z'), ('1532610384720547840', '@mcwhitaker @Ryanair Our passports might be fake and writing in afrikaans obviously proves they are not.', 'JustCallMePips|177881902', '2022-06-03T06:29:24.000Z'), ('1532580106845179904', '@JustCallMePips @Ryanair Yeah but… why??????', 'mcwhitaker|16267249', '2022-06-03T04:29:06.000Z'), ('1532362349402890244', ""In case anyone is wondering if I've gone doolally, @Ryanair is making people travelling on south african passports do a test in afrikaans before they're allowed to board their flight.  You cannot make this shit up. https://t.co/rQUOb8iRLN"", 'JustCallMePips|177881902', '2022-06-02T14:03:48.000Z')]"
AB,"[('1532655804280602624', ""@CiR0_7ii he's being sarcastic"", 'TADZlNH0|1269968559310024706', '2022-06-03T09:29:53.000Z'), ('1532655361706139648', 'Tammy enthusiast... https://t.co/fhZvwHukP7', 'CiR0_7ii|1172618146613800960', '2022-06-03T09:28:08.000Z')]"
AB,"[('1532654814009602048', '@JayMotty I know you are being sarcastic but it would have been better to see him come on instead of Rashford or lingard or mata', 'gorang_agarwal|864759948584112128', '2022-06-03T09:25:57.000Z'), ('1532645532740501507', 'After watching a 20 second clip of Facundo Pellistri for Uruguay I’m now convinced he’s the answer on United’s right wing and should start every game.', 'JayMotty|229266642', '2022-06-03T08:49:04.000Z')]"
ABCBBDEF,"[('1532651689420787712', '@nolaburi_nolife @cultjoon0127 @kunacore @DEVILMANAKlRA @pjmnfenty it was a joke 😂\n\n“have you seen her since then?”\n“no me and sana haven’t talked in 7 years.😐” \n\nlike hello he was being sarcastic and he even clarified he was OBVIOUSLY JOKING. like don’t spread misinformation', 'havensblocx|398481603', '2022-06-03T09:13:32.000Z'), ('1532632796237381632', '@cultjoon0127 @kunacore @DEVILMANAKlRA @pjmnfenty I think JYP did a good job of sanitizing him when he was still an idol with them…I think what we’re seeing now is an unfiltered version of him, unfortunately. If Sana didn’t want to talk to him 7 years ago, I feel like he’s never actually changed. Just our perception of him has.', 'nolaburi_nolife|107518138', '2022-06-03T07:58:28.000Z'), ('1532631240569921536', '@nolaburi_nolife @kunacore @DEVILMANAKlRA @pjmnfenty I didnt know Jae did so much :/ i mean flipping his name also did flip his personality and made him shitty', 'cultjoon0127|1173893882108530688', '2022-06-03T07:52:17.000Z'), ('1532630947002208256', '@kunacore @DEVILMANAKlRA @pjmnfenty This is also a man who has said Sana of Twice hasn’t talked to him in 7 years. Sana will talk to rocks or trash cans…she is a sweetheart and will talk to anyone, anything. But I’m guessing if she won’t talk to Jae there must something very fishy going on with him.', 'nolaburi_nolife|107518138', '2022-06-03T07:51:07.000Z'), ('1532630569628143616', '@kunacore @DEVILMANAKlRA @pjmnfenty He’s also said his ideal first date is to take a girl to McDonalds because he doesn’t know if he wants to commit a relationship right away so he wants to spend less. 🙄 Things he says about women and how he values them (or rather, doesn’t) is very distasteful.', 'nolaburi_nolife|107518138', '2022-06-03T07:49:37.000Z'), ('1532580121768607751', '@DEVILMANAKlRA @pjmnfenty He called his friend a Thot unprovoked then said he didn’t know what it meant… but besides that after leaving his group he’s said some not so nice things about his group mates like calling them brainwashed and stereotypical kpop idols both of which are very unfortunate', 'kunacore|1296267925062656000', '2022-06-03T04:29:09.000Z'), ('1532578783902855171', '@pjmnfenty @kunacore WHAT DID THE LAST GUY DO?? I USE TO WATCH HIM ON TWITCH', 'DEVILMANAKlRA|1020922996913913856', '2022-06-03T04:23:50.000Z'), ('1532381846713028612', 'the four horsemen of the apocalypse https://t.co/Wi70QClOKZ', 'pjmnfenty|1306304239468261378', '2022-06-02T15:21:17.000Z')]"
,[]
ABAC,"[('1532647593049743360', ""@Woody125 @NicholasTyrone I'm trying to work out whether you're being sarcastic or not."", 'TimMadigan9|1209429117227163651', '2022-06-03T08:57:16.000Z'), ('1532643304629841921', '@TimMadigan9 @NicholasTyrone I can’t buy stoppers for my roller skates. The only company that stocks them is based in northern Spain and will not tolerate the paperwork required to send them to me. Prior to Brexit I could order and have them delivered with no crazy import taxes within 3 days of purchase', 'Woody125|22305390', '2022-06-03T08:40:13.000Z'), ('1532416982724771840', ""@NicholasTyrone I'd love for Nick Tyrone to tell us how Brexit has adversely affected him.\nI'd love for Nick Tyrone to tell us what he can't do now that he could do while we were in the EU."", 'TimMadigan9|1209429117227163651', '2022-06-02T17:40:54.000Z'), ('1532269494298722305', ""I'd love for the high priests of Brexit to tell me what individual freedoms Brexit gave to British citizens. Not the powers it gave to the UK government, but to individual, ordinary citizens. Because I can think of several freedoms that were removed due to Brexit."", 'NicholasTyrone|631865146', '2022-06-02T07:54:50.000Z')]"
ABA,"[('1532647156720492544', '@Khost_RLSim Right?? His Prince Andrew coverage was stellar because he was able to be even more sarcastic and witty. I liked the levity as a result of it not being about a grim murder case, so would love to see his take on this trial. Would literally pay to see it haha &lt;3', 'Evanz111|203637441', '2022-06-03T08:55:32.000Z'), ('1532466294515195910', ""@Evanz111 That was legit my first thought, if JCS does upload again, and it's this case... What a day that'll be"", 'Khost_RLSim|1143519423397093378', '2022-06-02T20:56:51.000Z'), ('1532093403063693312', 'He won. I’m really glad the trial went the way it did, massive props to #CamilleVasquez for her sharp wit on fighting Johnny’s Case. I would *die* to see an analysis video from JCS Criminal Psychology on the entire event. He would have a field day on behavioural analysis.', 'Evanz111|203637441', '2022-06-01T20:15:06.000Z')]"
A,"[('1532646293256179712', 'i dont how my guy can put up with my legongness like ill believe everything he said even when he is being sarcastic. like how yall tolerate me', 'NuradilaaJ|1050400511680118784', '2022-06-03T08:52:06.000Z')]"
ABC,"[('1532645548523769856', '@briggs1956 @BarristersHorse Pretty sure he was being sarcastic.', 'NickSmi85755728|831629319537573889', '2022-06-03T08:49:08.000Z'), ('1532624726610296832', '@BarristersHorse No mate, this is all choice and free will, pretty sure we do not have concentration camps, definitely do not use slave labour, and there is a total mix of nationalities, what exactly is the similarity 🤷\u200d♂️', 'briggs1956|2704724472', '2022-06-03T07:26:24.000Z'), ('1532509107403489295', 'Literally, we are literally just like Nazi Germany!\n\n#JubileeCelebration https://t.co/DsR2tQexkm', 'BarristersHorse|4906451067', '2022-06-02T23:46:58.000Z')]"
A,"[('1532643819702714368', 'Note to self:\nNo matter how angry you are,\nDon’t you dare ever tell anyone to go to hell.\nIt’s horrible- egregious even.\nAnd I am not being sarcastic even in the slightest measure. (3rd person)', 'Nance726|926868226654404608', '2022-06-03T08:42:16.000Z')]"
ABCD,"[('1532640837665972224', '@Cfgtocw @expose_the_dog @DJFreedomRocket I think he was being sarcastic (how can it be worse than death)', 'TroyWisco|846510018', '2022-06-03T08:30:25.000Z'), ('1532527700870569991', '@expose_the_dog @DJFreedomRocket You have the wrong jab information. The fact that  people are vaccinated makes them more vulnerable because the jab weakens /wipes out their immune systems.', 'Cfgtocw|186618398', '2022-06-03T01:00:51.000Z'), ('1532483961967894528', '@DJFreedomRocket It could have been worse if they didn’t get vaccinated.', 'expose_the_dog|1519864514648236035', '2022-06-02T22:07:03.000Z'), ('1532475973307883528', '19 year old D1 college athletes are now having sudden deaths, after colleges mandated them to get the clot shot.\n\nConnect whatever dots you want, but this is more than just a conspiracy theory now...', 'DJFreedomRocket|1341982393', '2022-06-02T21:35:18.000Z')]"
ABC,"[('1532640205232123907', '@romaissa_serir @hobirating you were literally being homophobic and now you’re being sarcastic..?!', 'ateesky|1139526917269405697', '2022-06-03T08:27:54.000Z'), ('1532633699942006785', '@hobirating https://t.co/oO8PzUDwfy', 'eonnie_roro|1437398967390810123', '2022-06-03T08:02:03.000Z'), ('1532632786569404416', 'does this scare you https://t.co/AkfpjxdCxz https://t.co/pKpy2vTyDQ', 'hobirating|1507314060399943680', '2022-06-03T07:58:25.000Z')]"
ABABACD,"[('1532640184675799040', '@Alexand85266011 @kirstywellcoat @ScotNational I was being sarcastic ya fanny, as you were defending Andrew… I said “what next?” Can’t you read?', 'connybell3|1526204661279215619', '2022-06-03T08:27:49.000Z'), ('1532637513583566848', ""@connybell3 @kirstywellcoat @ScotNational Oh how silly, he fooled most who he came across, it's what sociopaths do."", 'Alexand85266011|1342920095413260289', '2022-06-03T08:17:12.000Z'), ('1532492826822459392', '@Alexand85266011 @kirstywellcoat @ScotNational https://t.co/3Vbu4JR3hR', 'connybell3|1526204661279215619', '2022-06-02T22:42:16.000Z'), ('1532320182357614598', ""@connybell3 @kirstywellcoat @ScotNational There's inflation for you, gone up a fifth in a matter of months."", 'Alexand85266011|1342920095413260289', '2022-06-02T11:16:15.000Z'), ('1532315576047108097', '@kirstywellcoat @ScotNational Mind that bit when she paid 15ml hush money to that girl that her son beasted.', 'connybell3|1526204661279215619', '2022-06-02T10:57:57.000Z'), ('1532283429152346112', '@ScotNational No offence to the old lady. She’s done her job well and probably a very nice person. But this is egalitarian progressive Scotland 🤦\u200d♀️ so it’s hardly surprising 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🙌', 'kirstywellcoat|223615022', '2022-06-02T08:50:12.000Z'), ('1532278847533637633', 'An event in Perthshire set to mark the Queen’s Jubilee has been called off after receiving a low number of sign-ups\n\nhttps://t.co/VOlwlcK4xy', 'ScotNational|2887077099', '2022-06-02T08:32:00.000Z')]"
AB,"[('1532637911061082112', '@ColinIsEuropean Couldn’t work out if he was being sarcastic, sceptical or just a dick head.', 'BearDen64|81576514', '2022-06-03T08:18:47.000Z'), ('1532630066626273281', 'Are you an atheist?  Do you take time off at Xmas/Easter? https://t.co/ZSnnJx9j0j', 'ColinIsEuropean|1230987971769311232', '2022-06-03T07:47:37.000Z')]"
ABACAAACACD,"[('1532636084311670787', ""@Clarkycat3 @anjack91 @LukeDyks If this wasn't twitter I'd swear you were being sarcastic.."", 'Smackos101|1270363568014319618', '2022-06-03T08:11:32.000Z'), ('1532632572349521920', '@Smackos101 @anjack91 @LukeDyks It’s wrong because the others contain stuff like health insurance payments. They don’t have our wonderful nhs, remember.', 'Clarkycat3|1464146914111377409', '2022-06-03T07:57:34.000Z'), ('1532624342688972801', ""@anjack91 @LukeDyks This isn't a poll.. This is a direct comparison of actual benefits in Europe relative to average wages per country. Here.. Have a read before you get defensive over something that you really shouldn't do.. Then come back to me. \nhttps://t.co/0nM96DVIdR"", 'Smackos101|1270363568014319618', '2022-06-03T07:24:52.000Z'), ('1532623702919196672', ""@Smackos101 @LukeDyks Ah, you're one of those that want to believe all the bad polls that appear in the internet, OK."", 'anjack91|1503483516', '2022-06-03T07:22:20.000Z'), ('1532623120665804800', '@anjack91 @LukeDyks So whilst they are ordinary people like you and me, we spend £2.3B on a celebration for that long bestowed power grab. In the meanwhile this country has one of the poorest benefit systems in Europe, meaning we actually DO have genuine hunger amongst the poor. For Comparison.. https://t.co/UDyQ5NYSt0', 'Smackos101|1270363568014319618', '2022-06-03T07:20:01.000Z'), ('1532622007635951621', '@anjack91 @LukeDyks The Royal Families existence is their lineage from Alfred the Great in 871AD. Their true name isn\'t ""Windsor"", it\'s Saxe-Coburg-Gotha. They are constitutional monarchy NOW, but where do you think they gained all those lovely castles and stately home to start with?  Charity?', 'Smackos101|1270363568014319618', '2022-06-03T07:15:36.000Z'), ('1532617910279098373', '@anjack91 @LukeDyks No.. Explain..', 'Smackos101|1270363568014319618', '2022-06-03T06:59:19.000Z'), ('1532617488076263425', ""@Smackos101 @LukeDyks Well, I've read some rubbish, but really?"", 'anjack91|1503483516', '2022-06-03T06:57:38.000Z'), ('1532615014204456960', ""@anjack91 @LukeDyks The Royal family comes from a dynasty that literally took land and wealth from its people. The fact we celebrate their existence is shameful really. Oh and The Jubilee celebrations cost £2.3 billion, whilst we've got some of the poorest families in western Europe going unfed.."", 'Smackos101|1270363568014319618', '2022-06-03T06:47:48.000Z'), ('1532435322088345610', '@LukeDyks Wonderful coverage here in Germany, why is it your own people are so nasty about it.', 'anjack91|1503483516', '2022-06-02T18:53:46.000Z'), ('1532349318597853189', 'Switzerland have projected a tribute to the queen onto the Eigar. Absolutely beautiful display. The largest projected light show in history. https://t.co/fSIEYWZibe', 'LukeDyks|101798865', '2022-06-02T13:12:01.000Z')]"
AB,"[('1532632985757175809', '@SarahLGates1 Or maybe he is just being sarcastic!', 'Pallavi_Aus|2731095145', '2022-06-03T07:59:13.000Z'), ('1532309374332416000', 'His account must be hijacked https://t.co/4WemKN00c8', 'SarahLGates1|1387474726151282689', '2022-06-02T10:33:18.000Z')]"
AB,"[('1532632323925151745', '@Acleo256 Girl you are being promiscuous now. You should know your boundaries.', 'KevinSituation1|531073410', '2022-06-03T07:56:35.000Z'), ('1532605151931940864', 'Can you chew yo gfs/bfs parent?!🤔 😢', 'Acleo256|1242190530513076224', '2022-06-03T06:08:37.000Z')]"
AB,"[('1532630810444333056', '@altertimebase Not sure if you are being sarcastic or what.', 'lecygnus|1023498439298957314', '2022-06-03T07:50:34.000Z'), ('1532569012856848385', 'Bos! Kayaknya cuman gue doang nih yg anak alter tapi hobinya malah sefancy ini haha. Btw haus bgt minum dulu guys https://t.co/NRImHMJpG4', 'altertimebase|1295423406075023360', '2022-06-03T03:45:01.000Z')]"
,[]
ABCBCBDBABABEEF,"[('1532629920601542656', ""@Brett907 @bobreeduk @Patrici16650999 @jazzaoxon @TomTugendhat I hope you're just being sarcastic and playing to Bob's prejudices.\nBob, not every Brexit supporter is a swivel-eyed racist, and I say that as an Arch-Rejoiner."", 'RobAnthony01|136638934', '2022-06-03T07:47:02.000Z'), ('1532627494322548736', '@bobreeduk @Patrici16650999 @RobAnthony01 @jazzaoxon @TomTugendhat Can’t wait until we establish Britain’s imperial prestige again. Time to re-establish the once mighty empire. Rule Britannia.', 'Brett907|595402529', '2022-06-03T07:37:24.000Z'), ('1532626146021490690', ""@Brett907 @Patrici16650999 @RobAnthony01 @jazzaoxon @TomTugendhat No need to stereotype, you're stating your ignorance and luddite nature, clamouring for days past dressed up as 'looking forward', it's utterly pathetic watching the revisionism of history to suit a small minded inability to understand how trade works"", 'bobreeduk|434964665', '2022-06-03T07:32:02.000Z'), ('1532625164109852674', '@bobreeduk @Patrici16650999 @RobAnthony01 @jazzaoxon @TomTugendhat Full on stereotyping😂 Where is the library?', 'Brett907|595402529', '2022-06-03T07:28:08.000Z'), ('1532624212707495936', ""@Brett907 @Patrici16650999 @RobAnthony01 @jazzaoxon @TomTugendhat Yet another brexist who wants others to go back to the past pretending that it's the 'future', demanding others do what they will not and cannot do themselves.\n\nYou're all the type of people who would burn down a library because you cannot read"", 'bobreeduk|434964665', '2022-06-03T07:24:21.000Z'), ('1532623131642413057', '@Patrici16650999 @RobAnthony01 @jazzaoxon @TomTugendhat Adapt is a suggestion not an order as I am in no position to demand adaptation. The position SMEs find themselves in isn’t going to change, at least not in the short to medium term, so yes, they should adapt.', 'Brett907|595402529', '2022-06-03T07:20:04.000Z'), ('1532621599937024002', ""@Brett907 @RobAnthony01 @jazzaoxon @TomTugendhat You need to read about the costs to said SMEs. You aren't one of them, yet you choose to give orders such as 'Adapt'. The devil is in the detail."", 'Patrici16650999|1055931976597823488', '2022-06-03T07:13:58.000Z'), ('1532602454612787200', '@RobAnthony01 @jazzaoxon @TomTugendhat In the same way as the EU is available to us now.', 'Brett907|595402529', '2022-06-03T05:57:54.000Z'), ('1532601845243338756', '@Brett907 @jazzaoxon @TomTugendhat Those markets were available to us when we were in the EU.', 'RobAnthony01|136638934', '2022-06-03T05:55:28.000Z'), ('1532601322716991490', '@RobAnthony01 @jazzaoxon @TomTugendhat Always you guys latch on to the negative. There are other markets. The U.K. is 80% services, most of these can be digital and remote. There are other markets, which offer far more growth E.g. CPTPP and ASEAN. However, if you keep looking backwards, then you’ll battle.', 'Brett907|595402529', '2022-06-03T05:53:24.000Z'), ('1532470632700575744', ""@Brett907 @jazzaoxon @TomTugendhat Many businesses can't adapt. They are closing or moving to the EU.\nBrexit has made it far more difficult and expensive to trade \nWe may end up with 'control' of nothing worth having."", 'RobAnthony01|136638934', '2022-06-02T21:14:05.000Z'), ('1532465401212325888', '@jazzaoxon @TomTugendhat Learn to adapt. If we do not have complete control of our own laws and cannot change those that create them, then we have nothing.', 'Brett907|595402529', '2022-06-02T20:53:18.000Z'), ('1532456875618451475', '@TomTugendhat Your point about EU laws is immaterial to the argument of easing trade with the EU. Put yourself in the place of a UK business or see more use the Netherlands to distribute their goods and more financial services personnel and money leave the City of London.', 'jazzaoxon|14496536', '2022-06-02T20:19:25.000Z'), ('1532456230630965259', '@TomTugendhat But it does make for easier trade for the SMEs that export to the EU, which is still our biggest trading partner. It would reduce the costs to business of the UK bureaucracy. SMEs are the backbone of British business. You should think of them and not wish any more cease trade.', 'jazzaoxon|14496536', '2022-06-02T20:16:51.000Z'), ('1532445501563469824', 'Tobias is wrong. The Single Market puts the EU in charge:\n- EU rules\n- open borders\n- no new trade deals\n\nWe need a deal British people control not foreign laws with no say.\n\nLet’s plan for the future and stop looking back. This decision is made. https://t.co/4mil6BXWNx', 'TomTugendhat|2173779986', '2022-06-02T19:34:13.000Z')]"
,[]
ABACD,"[('1532627257252093953', ""@homologs @bravenclaww @ThrowbacksGaga @ladygaga i was being sarcastic, i know that asexuals date and some aromantics date too. people just use this logic as if you can only be attracted to a person when you're in a relationship, which clearly isn't true as that would mean when we're single we'd all not be attracted to anyone"", 'lgsbchac|1441318892605829129', '2022-06-03T07:36:27.000Z'), ('1532578060825899009', '@lgsbchac @bravenclaww @ThrowbacksGaga @ladygaga I get your point but i just want to politely point out that it’s not right to say asexuals don’t date. You’re confusing asexuality with aromaticism.', 'homologs|1027601786482425856', '2022-06-03T04:20:58.000Z'), ('1532239188371832832', '@bravenclaww @ThrowbacksGaga @ladygaga and being single is the biggest bi erasure of all bc that makes you asexual, your logic tracks very well', 'lgsbchac|1441318892605829129', '2022-06-02T05:54:24.000Z'), ('1532229545683738624', '@ThrowbacksGaga @ladygaga There is no bigger bi erasure than the person themselves only dating men officially and being engaged to men exclusively … or fucking men exclusively.', 'bravenclaww|1490732540524650501', '2022-06-02T05:16:05.000Z'), ('1532041678223204352', 'Important reminder that Lady Gaga is bisexual and not ‘just an ally.’ She has been openly bi for over a decade. https://t.co/Umca3tqaEP', 'ThrowbacksGaga|1443394611037327366', '2022-06-01T16:49:34.000Z')]"
